,establishment,type,month,value
2162,Majhawan,Modification,April,139.0
2163,Majhawan,Modification,May,151.0
2164,Malhani,Addition,March,416.0
2165,Malhani,Addition,April,422.0
2166,Malhani,Addition,May,390.0
2167,Malhani,Deletion,March,23.0
2168,Malhani,Deletion,April,29.0
2169,Malhani,Deletion,May,10.0
2170,Malhani,Modification,March,187.0
2171,Malhani,Modification,April,218.0
2172,Malhani,Modification,May,165.0
2173,Malihabad,Addition,March,154.0
2174,Malihabad,Addition,April,183.0
2175,Malihabad,Addition,May,144.0
2176,Malihabad,Deletion,March,3.0
2177,Malihabad,Deletion,April,17.0
2178,Malihabad,Deletion,May,32.0
2179,Malihabad,Modification,March,78.0
2180,Malihabad,Modification,April,122.0
2181,Malihabad,Modification,May,131.0
2182,Manikpur,Addition,March,27.0
2183,Manikpur,Addition,April,268.0
2184,Manikpur,Addition,May,159.0
2185,Manikpur,Deletion,March,7.0
2186,Manikpur,Deletion,April,24.0
2187,Manikpur,Deletion,May,4.0
2188,Manikpur,Modification,March,59.0
2189,Manikpur,Modification,April,221.0
2190,Manikpur,Modification,May,140.0
2191,Manjhanpur,Addition,March,157.0
2192,Manjhanpur,Addition,April,135.0
2193,Manjhanpur,Addition,May,116.0
2194,Manjhanpur,Deletion,March,10.0
2195,Manjhanpur,Deletion,April,12.0
2196,Manjhanpur,Deletion,May,9.0
2197,Manjhanpur,Modification,March,101.0
2198,Manjhanpur,Modification,April,99.0
2199,Manjhanpur,Modification,May,91.0
2200,Mankapur,Addition,March,346.0
2201,Mankapur,Addition,April,84.0
2202,Mankapur,Addition,May,32.0
2203,Mankapur,Deletion,March,13.0
2204,Mankapur,Deletion,April,36.0
2205,Mankapur,Deletion,May,8.0
2206,Mankapur,Modification,March,385.0
2207,Mankapur,Modification,April,94.0
2208,Mankapur,Modification,May,82.0
2209,Mant,Addition,March,114.0
2210,Mant,Addition,April,128.0
2211,Mant,Addition,May,141.0
2212,Mant,Deletion,March,16.0
2213,Mant,Deletion,April,37.0
2214,Mant,Deletion,May,20.0
2215,Mant,Modification,March,121.0
2216,Mant,Modification,April,106.0
2217,Mant,Modification,May,104.0
2218,Marhara,Addition,March,148.0
2219,Marhara,Addition,April,165.0
2220,Marhara,Addition,May,126.0
2221,Marhara,Deletion,March,19.0
2222,Marhara,Deletion,April,50.0
2223,Marhara,Deletion,May,24.0
2224,Marhara,Modification,March,73.0
2225,Marhara,Modification,April,89.0
2226,Marhara,Modification,May,71.0
2227,Marihan,Addition,March,316.0
2228,Marihan,Addition,April,300.0
2229,Marihan,Addition,May,328.0
2230,Marihan,Deletion,March,13.0
2231,Marihan,Deletion,April,11.0
2232,Marihan,Deletion,May,13.0
2233,Marihan,Modification,March,146.0
2234,Marihan,Modification,April,150.0
2235,Marihan,Modification,May,126.0
2236,Mariyahu,Addition,March,524.0
2237,Mariyahu,Addition,April,399.0
2238,Mariyahu,Addition,May,687.0
2239,Mariyahu,Deletion,March,23.0
2240,Mariyahu,Deletion,April,31.0
2241,Mariyahu,Deletion,May,254.0
2242,Mariyahu,Modification,March,130.0
2243,Mariyahu,Modification,April,174.0
2244,Mariyahu,Modification,May,137.0
2245,Matera,Addition,March,445.0
2246,Matera,Addition,April,262.0
2247,Matera,Addition,May,141.0
2248,Matera,Deletion,March,80.0
2249,Matera,Deletion,April,18.0
2250,Matera,Deletion,May,12.0
2251,Matera,Modification,March,337.0
2252,Matera,Modification,April,124.0
2253,Matera,Modification,May,93.0
2254,Mathura,Addition,March,386.0
2255,Mathura,Addition,April,348.0
2256,Mathura,Addition,May,413.0
2257,Mathura,Deletion,March,59.0
2258,Mathura,Deletion,April,151.0
2259,Mathura,Deletion,May,38.0
2260,Mathura,Modification,March,173.0
2261,Mathura,Modification,April,203.0
2262,Mathura,Modification,May,170.0
2263,Mau,Addition,March,231.0
2264,Mau,Addition,April,271.0
2265,Mau,Addition,May,269.0
2266,Mau,Deletion,March,39.0
2267,Mau,Deletion,April,30.0
2268,Mau,Deletion,May,12.0
2269,Mau,Modification,March,229.0
2270,Mau,Modification,April,197.0
2271,Mau,Modification,May,210.0
2272,Mauranipur,Addition,March,403.0
2273,Mauranipur,Addition,April,318.0
2274,Mauranipur,Addition,May,407.0
2275,Mauranipur,Deletion,March,156.0
2276,Mauranipur,Deletion,April,137.0
2277,Mauranipur,Deletion,May,217.0
2278,Mauranipur,Modification,March,210.0
2279,Mauranipur,Modification,April,212.0
2280,Mauranipur,Modification,May,223.0
2281,Meerapur,Addition,March,234.0
2282,Meerapur,Addition,April,92.0
2283,Meerapur,Addition,May,107.0
2284,Meerapur,Deletion,March,25.0
2285,Meerapur,Deletion,April,14.0
2286,Meerapur,Deletion,May,7.0
2287,Meerapur,Modification,March,196.0
2288,Meerapur,Modification,April,77.0
2289,Meerapur,Modification,May,75.0
2290,Meerganj,Addition,March,188.0
2291,Meerganj,Addition,April,205.0
2292,Meerganj,Addition,May,189.0
2293,Meerganj,Deletion,March,25.0
2294,Meerganj,Deletion,April,30.0
2295,Meerganj,Deletion,May,7.0
2296,Meerganj,Modification,March,146.0
2297,Meerganj,Modification,April,153.0
2298,Meerganj,Modification,May,137.0
2299,Meerut,Addition,March,92.0
2300,Meerut,Addition,April,62.0
2301,Meerut,Addition,May,87.0
2302,Meerut,Deletion,March,31.0
2303,Meerut,Deletion,April,92.0
2304,Meerut,Deletion,May,9.0
2305,Meerut,Modification,March,209.0
2306,Meerut,Modification,April,186.0
2307,Meerut,Modification,May,197.0
2308,Meerut Cantt,Addition,March,37.0
2309,Meerut Cantt,Addition,April,60.0
2310,Meerut Cantt,Addition,May,54.0
2311,Meerut Cantt,Deletion,March,33.0
2312,Meerut Cantt,Deletion,April,150.0
2313,Meerut Cantt,Deletion,May,43.0
2314,Meerut Cantt,Modification,March,72.0
2315,Meerut Cantt,Modification,April,81.0
2316,Meerut Cantt,Modification,May,65.0
2317,Meerut South,Addition,March,540.0
2318,Meerut South,Addition,April,1110.0
2319,Meerut South,Addition,May,492.0
2320,Meerut South,Deletion,March,47.0
2321,Meerut South,Deletion,April,209.0
2322,Meerut South,Deletion,May,26.0
2323,Meerut South,Modification,March,384.0
2324,Meerut South,Modification,April,352.0
2325,Meerut South,Modification,May,240.0
2326,Mehnagar,Addition,March,371.0
2327,Mehnagar,Addition,April,202.0
2328,Mehnagar,Addition,May,152.0
2329,Mehnagar,Deletion,March,41.0
2330,Mehnagar,Deletion,April,49.0
2331,Mehnagar,Deletion,May,32.0
2332,Mehnagar,Modification,March,265.0
2333,Mehnagar,Modification,April,195.0
2334,Mehnagar,Modification,May,171.0
2335,Mehnaun,Addition,March,296.0
2336,Mehnaun,Addition,April,166.0
2337,Mehnaun,Addition,May,154.0
2338,Mehnaun,Deletion,March,52.0
2339,Mehnaun,Deletion,April,22.0
2340,Mehnaun,Deletion,May,1.0
2341,Mehnaun,Modification,March,210.0
2342,Mehnaun,Modification,April,126.0
2343,Mehnaun,Modification,May,128.0
2344,Mehroni,Addition,March,182.0
2345,Mehroni,Addition,April,93.0
2346,Mehroni,Addition,May,70.0
2347,Mehroni,Deletion,March,18.0
2348,Mehroni,Deletion,April,14.0
2349,Mehroni,Deletion,May,1.0
2350,Mehroni,Modification,March,176.0
2351,Mehroni,Modification,April,139.0
2352,Mehroni,Modification,May,133.0
2353,Meja,Addition,March,321.0
2354,Meja,Addition,April,409.0
2355,Meja,Addition,May,242.0
2356,Meja,Deletion,March,7.0
2357,Meja,Deletion,April,67.0
2358,Meja,Deletion,May,13.0
2359,Meja,Modification,March,122.0
2360,Meja,Modification,April,173.0
2361,Meja,Modification,May,135.0
2362,Menhdawal,Addition,March,536.0
2363,Menhdawal,Addition,April,493.0
2364,Menhdawal,Addition,May,610.0
2365,Menhdawal,Deletion,March,10.0
2366,Menhdawal,Deletion,April,23.0
2367,Menhdawal,Deletion,May,6.0
2368,Menhdawal,Modification,March,228.0
2369,Menhdawal,Modification,April,300.0
2370,Menhdawal,Modification,May,225.0
2371,Milak,Addition,March,193.0
2372,Milak,Addition,April,215.0
2373,Milak,Addition,May,266.0
2374,Milak,Deletion,March,21.0
2375,Milak,Deletion,April,35.0
2376,Milak,Deletion,May,20.0
2377,Milak,Modification,March,131.0
2378,Milak,Modification,April,111.0
2379,Milak,Modification,May,133.0
2380,Milkipur,Addition,March,718.0
2381,Milkipur,Addition,April,212.0
2382,Milkipur,Addition,May,128.0
2383,Milkipur,Deletion,March,192.0
2384,Milkipur,Deletion,April,22.0
2385,Milkipur,Deletion,May,11.0
2386,Milkipur,Modification,March,506.0
2387,Milkipur,Modification,April,148.0
2388,Milkipur,Modification,May,130.0
2389,Mirzapur,Addition,March,240.0
2390,Mirzapur,Addition,April,245.0
2391,Mirzapur,Addition,May,372.0
2392,Mirzapur,Deletion,March,19.0
2393,Mirzapur,Deletion,April,32.0
2394,Mirzapur,Deletion,May,5.0
2395,Mirzapur,Modification,March,123.0
2396,Mirzapur,Modification,April,149.0
2397,Mirzapur,Modification,May,121.0
2398,Misrikh,Addition,March,100.0
2399,Misrikh,Addition,April,126.0
2400,Misrikh,Addition,May,101.0
2401,Misrikh,Deletion,March,3.0
2402,Misrikh,Deletion,April,24.0
2403,Misrikh,Deletion,May,13.0
2404,Misrikh,Modification,March,53.0
2405,Misrikh,Modification,April,62.0
2406,Misrikh,Modification,May,44.0
2407,Modi Nagar,Addition,March,222.0
2408,Modi Nagar,Addition,April,251.0
2409,Modi Nagar,Addition,May,209.0
2410,Modi Nagar,Deletion,March,43.0
2411,Modi Nagar,Deletion,April,71.0
2412,Modi Nagar,Deletion,May,14.0
2413,Modi Nagar,Modification,March,140.0
2414,Modi Nagar,Modification,April,168.0
2415,Modi Nagar,Modification,May,131.0
2416,Mohammadabad,Addition,March,189.0
2417,Mohammadabad,Addition,April,126.0
2418,Mohammadabad,Addition,May,134.0
2419,Mohammadabad,Deletion,March,29.0
2420,Mohammadabad,Deletion,April,38.0
2421,Mohammadabad,Deletion,May,20.0
2422,Mohammadabad,Modification,March,88.0
2423,Mohammadabad,Modification,April,69.0
2424,Mohammadabad,Modification,May,75.0
2425,Mohammdi,Addition,March,157.0
2426,Mohammdi,Addition,April,125.0
2427,Mohammdi,Addition,May,122.0
2428,Mohammdi,Deletion,March,6.0
2429,Mohammdi,Deletion,April,11.0
2430,Mohammdi,Deletion,May,8.0
2431,Mohammdi,Modification,March,115.0
2432,Mohammdi,Modification,April,123.0
2433,Mohammdi,Modification,May,72.0
2434,Mohan,Addition,March,115.0
2435,Mohan,Addition,April,38.0
2436,Mohan,Addition,May,64.0
2437,Mohan,Deletion,March,8.0
2438,Mohan,Deletion,April,13.0
2439,Mohan,Deletion,May,5.0
2440,Mohan,Modification,March,48.0
2441,Mohan,Modification,April,30.0
2442,Mohan,Modification,May,70.0
2443,Mohanlalganj,Addition,March,131.0
2444,Mohanlalganj,Addition,April,190.0
2445,Mohanlalganj,Addition,May,106.0
2446,Mohanlalganj,Deletion,March,36.0
2447,Mohanlalganj,Deletion,April,46.0
2448,Mohanlalganj,Deletion,May,33.0
2449,Mohanlalganj,Modification,March,82.0
2450,Mohanlalganj,Modification,April,84.0
2451,Mohanlalganj,Modification,May,43.0
2452,Moradabad Nagar,Addition,March,615.0
2453,Moradabad Nagar,Addition,April,936.0
2454,Moradabad Nagar,Addition,May,609.0
2455,Moradabad Nagar,Deletion,March,27.0
2456,Moradabad Nagar,Deletion,April,78.0
2457,Moradabad Nagar,Deletion,May,22.0
2458,Moradabad Nagar,Modification,March,352.0
2459,Moradabad Nagar,Modification,April,386.0
2460,Moradabad Nagar,Modification,May,386.0
2461,Moradabad Rural,Addition,March,337.0
2462,Moradabad Rural,Addition,April,241.0
2463,Moradabad Rural,Addition,May,213.0
2464,Moradabad Rural,Deletion,March,28.0
2465,Moradabad Rural,Deletion,April,71.0
2466,Moradabad Rural,Deletion,May,16.0
2467,Moradabad Rural,Modification,March,219.0
2468,Moradabad Rural,Modification,April,190.0
2469,Moradabad Rural,Modification,May,206.0
2470,Mubarakpur,Addition,March,254.0
2471,Mubarakpur,Addition,April,233.0
2472,Mubarakpur,Addition,May,222.0
2473,Mubarakpur,Deletion,March,19.0
2474,Mubarakpur,Deletion,April,28.0
2475,Mubarakpur,Deletion,May,23.0
2476,Mubarakpur,Modification,March,150.0
2477,Mubarakpur,Modification,April,155.0
2478,Mubarakpur,Modification,May,137.0
2479,Mughalsarai,Addition,March,931.0
2480,Mughalsarai,Addition,April,984.0
2481,Mughalsarai,Addition,May,940.0
2482,Mughalsarai,Deletion,March,47.0
2483,Mughalsarai,Deletion,April,80.0
2484,Mughalsarai,Deletion,May,27.0
2485,Mughalsarai,Modification,March,199.0
2486,Mughalsarai,Modification,April,201.0
2487,Mughalsarai,Modification,May,204.0
2488,Muhammadabad- Gohna (SC),Addition,March,525.0
2489,Muhammadabad- Gohna (SC),Addition,April,247.0
2490,Muhammadabad- Gohna (SC),Addition,May,151.0
2491,Muhammadabad- Gohna (SC),Deletion,March,7.0
2492,Muhammadabad- Gohna (SC),Deletion,April,32.0
2493,Muhammadabad- Gohna (SC),Deletion,May,8.0
2494,Muhammadabad- Gohna (SC),Modification,March,233.0
2495,Muhammadabad- Gohna (SC),Modification,April,190.0
2496,Muhammadabad- Gohna (SC),Modification,May,160.0
2497,Mungra Badshahpur,Addition,March,327.0
2498,Mungra Badshahpur,Addition,April,226.0
2499,Mungra Badshahpur,Addition,May,204.0
2500,Mungra Badshahpur,Deletion,March,40.0
2501,Mungra Badshahpur,Deletion,April,35.0
2502,Mungra Badshahpur,Deletion,May,31.0
2503,Mungra Badshahpur,Modification,March,200.0
2504,Mungra Badshahpur,Modification,April,184.0
2505,Mungra Badshahpur,Modification,May,165.0
2506,Muradnagar,Addition,March,604.0
2507,Muradnagar,Addition,April,428.0
2508,Muradnagar,Addition,May,411.0
2509,Muradnagar,Deletion,March,81.0
2510,Muradnagar,Deletion,April,283.0
2511,Muradnagar,Deletion,May,50.0
2512,Muradnagar,Modification,March,260.0
2513,Muradnagar,Modification,April,277.0
2514,Muradnagar,Modification,May,210.0
2515,Muzaffar Nagar,Addition,March,418.0
2516,Muzaffar Nagar,Addition,April,266.0
2517,Muzaffar Nagar,Addition,May,270.0
2518,Muzaffar Nagar,Deletion,March,38.0
2519,Muzaffar Nagar,Deletion,April,149.0
2520,Muzaffar Nagar,Deletion,May,39.0
2521,Muzaffar Nagar,Modification,March,293.0
2522,Muzaffar Nagar,Modification,April,313.0
2523,Muzaffar Nagar,Modification,May,230.0
2524,Nagina,Addition,March,160.0
2525,Nagina,Addition,April,110.0
2526,Nagina,Addition,May,175.0
2527,Nagina,Deletion,March,40.0
2528,Nagina,Deletion,April,222.0
2529,Nagina,Deletion,May,61.0
2530,Nagina,Modification,March,191.0
2531,Nagina,Modification,April,203.0
2532,Nagina,Modification,May,499.0
2533,Najibabad,Addition,March,302.0
2534,Najibabad,Addition,April,121.0
2535,Najibabad,Addition,May,177.0
2536,Najibabad,Deletion,March,42.0
2537,Najibabad,Deletion,April,57.0
2538,Najibabad,Deletion,May,17.0
2539,Najibabad,Modification,March,305.0
2540,Najibabad,Modification,April,269.0
2541,Najibabad,Modification,May,227.0
2542,Nakur,Addition,March,205.0
2543,Nakur,Addition,April,387.0
2544,Nakur,Addition,May,351.0
2545,Nakur,Deletion,March,37.0
2546,Nakur,Deletion,April,51.0
2547,Nakur,Deletion,May,52.0
2548,Nakur,Modification,March,233.0
2549,Nakur,Modification,April,288.0
2550,Nakur,Modification,May,250.0
2551,Nanpara,Addition,March,230.0
2552,Nanpara,Addition,April,694.0
2553,Nanpara,Addition,May,314.0
2554,Nanpara,Deletion,March,21.0
2555,Nanpara,Deletion,April,21.0
2556,Nanpara,Deletion,May,1.0
2557,Nanpara,Modification,March,75.0
2558,Nanpara,Modification,April,229.0
2559,Nanpara,Modification,May,122.0
2560,Naraini,Addition,March,202.0
2561,Naraini,Addition,April,153.0
2562,Naraini,Addition,May,190.0
2563,Naraini,Deletion,March,14.0
2564,Naraini,Deletion,April,20.0
2565,Naraini,Deletion,May,21.0
2566,Naraini,Modification,March,176.0
2567,Naraini,Modification,April,117.0
2568,Naraini,Modification,May,114.0
2569,Naugawan Sadat,Addition,March,153.0
2570,Naugawan Sadat,Addition,April,83.0
2571,Naugawan Sadat,Addition,May,124.0
2572,Naugawan Sadat,Deletion,March,29.0
2573,Naugawan Sadat,Deletion,April,30.0
2574,Naugawan Sadat,Deletion,May,37.0
2575,Naugawan Sadat,Modification,March,127.0
2576,Naugawan Sadat,Modification,April,129.0
2577,Naugawan Sadat,Modification,May,125.0
2578,Nautanwa,Addition,March,431.0
2579,Nautanwa,Addition,April,310.0
2580,Nautanwa,Addition,May,316.0
2581,Nautanwa,Deletion,March,18.0
2582,Nautanwa,Deletion,April,19.0
2583,Nautanwa,Deletion,May,24.0
2584,Nautanwa,Modification,March,256.0
2585,Nautanwa,Modification,April,260.0
2586,Nautanwa,Modification,May,204.0
2587,Nawabganj,Addition,March,258.0
2588,Nawabganj,Addition,April,195.0
2589,Nawabganj,Addition,May,185.0
2590,Nawabganj,Deletion,March,7.0
2591,Nawabganj,Deletion,April,19.0
2592,Nawabganj,Deletion,May,8.0
2593,Nawabganj,Modification,March,116.0
2594,Nawabganj,Modification,April,131.0
2595,Nawabganj,Modification,May,102.0
2596,Nehtaur,Addition,March,251.0
2597,Nehtaur,Addition,April,168.0
2598,Nehtaur,Addition,May,163.0
2599,Nehtaur,Deletion,March,70.0
2600,Nehtaur,Deletion,April,45.0
2601,Nehtaur,Deletion,May,16.0
2602,Nehtaur,Modification,March,180.0
2603,Nehtaur,Modification,April,163.0
2604,Nehtaur,Modification,May,130.0
2605,Nighasan,Addition,March,52.0
2606,Nighasan,Addition,April,30.0
2607,Nighasan,Addition,May,87.0
2608,Nighasan,Deletion,March,4.0
2609,Nighasan,Deletion,April,11.0
2610,Nighasan,Deletion,May,71.0
2611,Nighasan,Modification,March,48.0
2612,Nighasan,Modification,April,48.0
2613,Nighasan,Modification,May,68.0
2614,Nizamabad,Addition,March,113.0
2615,Nizamabad,Addition,April,66.0
2616,Nizamabad,Addition,May,76.0
2617,Nizamabad,Deletion,March,20.0
2618,Nizamabad,Deletion,April,19.0
2619,Nizamabad,Deletion,May,14.0
2620,Nizamabad,Modification,March,195.0
2621,Nizamabad,Modification,April,109.0
2622,Nizamabad,Modification,May,108.0
2623,Noida,Addition,March,599.0
2624,Noida,Addition,April,357.0
2625,Noida,Addition,May,242.0
2626,Noida,Deletion,March,325.0
2627,Noida,Deletion,April,2174.0
2628,Noida,Deletion,May,189.0
2629,Noida,Modification,March,565.0
2630,Noida,Modification,April,426.0
2631,Noida,Modification,May,247.0
2632,Noorpur,Addition,March,310.0
2633,Noorpur,Addition,April,218.0
2634,Noorpur,Addition,May,161.0
2635,Noorpur,Deletion,March,17.0
2636,Noorpur,Deletion,April,35.0
2637,Noorpur,Deletion,May,10.0
2638,Noorpur,Modification,March,184.0
2639,Noorpur,Modification,April,124.0
2640,Noorpur,Modification,May,151.0
2641,Obra,Addition,March,406.0
2642,Obra,Addition,April,453.0
2643,Obra,Addition,May,468.0
2644,Obra,Deletion,March,18.0
2645,Obra,Deletion,April,71.0
2646,Obra,Deletion,May,19.0
2647,Obra,Modification,March,123.0
2648,Obra,Modification,April,132.0
2649,Obra,Modification,May,118.0
2650,Orai,Addition,March,249.0
2651,Orai,Addition,April,172.0
2652,Orai,Addition,May,233.0
2653,Orai,Deletion,March,29.0
2654,Orai,Deletion,April,45.0
2655,Orai,Deletion,May,15.0
2656,Orai,Modification,March,234.0
2657,Orai,Modification,April,176.0
2658,Orai,Modification,May,134.0
2659,Padrauna,Addition,March,167.0
2660,Padrauna,Addition,April,223.0
2661,Padrauna,Addition,May,210.0
2662,Padrauna,Deletion,March,7.0
2663,Padrauna,Deletion,April,17.0
2664,Padrauna,Deletion,May,4.0
2665,Padrauna,Modification,March,174.0
2666,Padrauna,Modification,April,178.0
2667,Padrauna,Modification,May,187.0
2668,Palia,Addition,March,271.0
2669,Palia,Addition,April,81.0
2670,Palia,Addition,May,132.0
2671,Palia,Deletion,March,4.0
2672,Palia,Deletion,April,14.0
2673,Palia,Deletion,May,27.0
2674,Palia,Modification,March,79.0
2675,Palia,Modification,April,54.0
2676,Palia,Modification,May,101.0
2677,Paniyara,Addition,March,297.0
2678,Paniyara,Addition,April,217.0
2679,Paniyara,Addition,May,240.0
2680,Paniyara,Deletion,March,18.0
2681,Paniyara,Deletion,April,18.0
2682,Paniyara,Deletion,May,26.0
2683,Paniyara,Modification,March,213.0
2684,Paniyara,Modification,April,204.0
2685,Paniyara,Modification,May,232.0
2686,Pathardeva,Addition,March,390.0
2687,Pathardeva,Addition,April,289.0
2688,Pathardeva,Addition,May,250.0
2689,Pathardeva,Deletion,March,22.0
2690,Pathardeva,Deletion,April,42.0
2691,Pathardeva,Deletion,May,11.0
2692,Pathardeva,Modification,March,269.0
2693,Pathardeva,Modification,April,238.0
2694,Pathardeva,Modification,May,201.0
2695,Patiyali,Addition,March,93.0
2696,Patiyali,Addition,April,137.0
2697,Patiyali,Addition,May,97.0
2698,Patiyali,Deletion,March,17.0
2699,Patiyali,Deletion,April,61.0
2700,Patiyali,Deletion,May,14.0
2701,Patiyali,Modification,March,93.0
2702,Patiyali,Modification,April,134.0
2703,Patiyali,Modification,May,98.0
2704,Patti,Addition,March,444.0
2705,Patti,Addition,April,243.0
2706,Patti,Addition,May,226.0
2707,Patti,Deletion,March,46.0
2708,Patti,Deletion,April,108.0
2709,Patti,Deletion,May,44.0
2710,Patti,Modification,March,245.0
2711,Patti,Modification,April,230.0
2712,Patti,Modification,May,168.0
2713,Payagpur,Addition,March,595.0
2714,Payagpur,Addition,April,499.0
2715,Payagpur,Addition,May,570.0
2716,Payagpur,Deletion,March,56.0
2717,Payagpur,Deletion,April,48.0
2718,Payagpur,Deletion,May,31.0
2719,Payagpur,Modification,March,288.0
2720,Payagpur,Modification,April,270.0
2721,Payagpur,Modification,May,211.0
2722,Phaphamau,Addition,March,226.0
2723,Phaphamau,Addition,April,159.0
2724,Phaphamau,Addition,May,108.0
2725,Phaphamau,Deletion,March,7.0
2726,Phaphamau,Deletion,April,37.0
2727,Phaphamau,Deletion,May,2.0
2728,Phaphamau,Modification,March,97.0
2729,Phaphamau,Modification,April,62.0
2730,Phaphamau,Modification,May,29.0
2731,Pharenda,Addition,March,192.0
2732,Pharenda,Addition,April,173.0
2733,Pharenda,Addition,May,181.0
2734,Pharenda,Deletion,March,12.0
2735,Pharenda,Deletion,April,27.0
2736,Pharenda,Deletion,May,4.0
2737,Pharenda,Modification,March,236.0
2738,Pharenda,Modification,April,207.0
2739,Pharenda,Modification,May,131.0
2740,Phephana,Addition,March,202.0
2741,Phephana,Addition,April,155.0
2742,Phephana,Addition,May,141.0
2743,Phephana,Deletion,March,37.0
2744,Phephana,Deletion,April,49.0
2745,Phephana,Deletion,May,12.0
2746,Phephana,Modification,March,119.0
2747,Phephana,Modification,April,103.0
2748,Phephana,Modification,May,83.0
2749,Phoolpur Pawai,Addition,March,241.0
2750,Phoolpur Pawai,Addition,April,177.0
2751,Phoolpur Pawai,Addition,May,212.0
2752,Phoolpur Pawai,Deletion,March,16.0
2753,Phoolpur Pawai,Deletion,April,12.0
2754,Phoolpur Pawai,Deletion,May,15.0
2755,Phoolpur Pawai,Modification,March,199.0
2756,Phoolpur Pawai,Modification,April,196.0
2757,Phoolpur Pawai,Modification,May,175.0
2758,Phulpur,Addition,March,115.0
2759,Phulpur,Addition,April,115.0
2760,Phulpur,Addition,May,110.0
2761,Phulpur,Deletion,March,8.0
2762,Phulpur,Deletion,April,52.0
2763,Phulpur,Deletion,May,4.0
2764,Phulpur,Modification,March,76.0
2765,Phulpur,Modification,April,78.0
2766,Phulpur,Modification,May,108.0
2767,Pilibhit,Addition,March,227.0
2768,Pilibhit,Addition,April,327.0
2769,Pilibhit,Addition,May,214.0
2770,Pilibhit,Deletion,March,84.0
2771,Pilibhit,Deletion,April,174.0
2772,Pilibhit,Deletion,May,71.0
2773,Pilibhit,Modification,March,145.0
2774,Pilibhit,Modification,April,142.0
2775,Pilibhit,Modification,May,165.0
2776,Pindra,Addition,March,285.0
2777,Pindra,Addition,April,342.0
2778,Pindra,Addition,May,273.0
2779,Pindra,Deletion,March,25.0
2780,Pindra,Deletion,April,33.0
2781,Pindra,Deletion,May,8.0
2782,Pindra,Modification,March,172.0
2783,Pindra,Modification,April,182.0
2784,Pindra,Modification,May,169.0
2785,Pipraich,Addition,March,390.0
2786,Pipraich,Addition,April,366.0
2787,Pipraich,Addition,May,269.0
2788,Pipraich,Deletion,March,8.0
2789,Pipraich,Deletion,April,33.0
2790,Pipraich,Deletion,May,27.0
2791,Pipraich,Modification,March,222.0
2792,Pipraich,Modification,April,185.0
2793,Pipraich,Modification,May,193.0
2794,Powayan,Addition,March,223.0
2795,Powayan,Addition,April,228.0
2796,Powayan,Addition,May,147.0
2797,Powayan,Deletion,March,10.0
2798,Powayan,Deletion,April,12.0
2799,Powayan,Deletion,May,7.0
2800,Powayan,Modification,March,77.0
2801,Powayan,Modification,April,88.0
2802,Powayan,Modification,May,64.0
2803,Pratapgarh,Addition,March,449.0
2804,Pratapgarh,Addition,April,323.0
2805,Pratapgarh,Addition,May,296.0
2806,Pratapgarh,Deletion,March,19.0
2807,Pratapgarh,Deletion,April,74.0
2808,Pratapgarh,Deletion,May,13.0
2809,Pratapgarh,Modification,March,290.0
2810,Pratapgarh,Modification,April,276.0
2811,Pratapgarh,Modification,May,215.0
2812,Pratappur,Addition,March,231.0
2813,Pratappur,Addition,April,194.0
2814,Pratappur,Addition,May,223.0
2815,Pratappur,Deletion,March,78.0
2816,Pratappur,Deletion,April,34.0
2817,Pratappur,Deletion,May,12.0
2818,Pratappur,Modification,March,116.0
2819,Pratappur,Modification,April,130.0
2820,Pratappur,Modification,May,117.0
2821,Puranpur,Addition,March,184.0
2822,Puranpur,Addition,April,104.0
2823,Puranpur,Addition,May,69.0
2824,Puranpur,Deletion,March,15.0
2825,Puranpur,Deletion,April,7.0
2826,Puranpur,Deletion,May,8.0
2827,Puranpur,Modification,March,184.0
2828,Puranpur,Modification,April,147.0
2829,Puranpur,Modification,May,107.0
2830,Purqazi,Addition,March,457.0
2831,Purqazi,Addition,April,274.0
2832,Purqazi,Addition,May,332.0
2833,Purqazi,Deletion,March,22.0
2834,Purqazi,Deletion,April,50.0
2835,Purqazi,Deletion,May,20.0
2836,Purqazi,Modification,March,217.0
2837,Purqazi,Modification,April,151.0
2838,Purqazi,Modification,May,150.0
2839,Purwa,Addition,March,124.0
2840,Purwa,Addition,April,103.0
2841,Purwa,Addition,May,113.0
2842,Purwa,Deletion,March,5.0
2843,Purwa,Deletion,April,15.0
2844,Purwa,Deletion,May,4.0
2845,Purwa,Modification,March,65.0
2846,Purwa,Modification,April,59.0
2847,Purwa,Modification,May,57.0
2848,Rae Bareli,Addition,March,200.0
2849,Rae Bareli,Addition,April,286.0
2850,Rae Bareli,Addition,May,223.0
2851,Rae Bareli,Deletion,March,18.0
2852,Rae Bareli,Deletion,April,33.0
2853,Rae Bareli,Deletion,May,6.0
2854,Rae Bareli,Modification,March,117.0
2855,Rae Bareli,Modification,April,122.0
2856,Rae Bareli,Modification,May,115.0
2857,Ram Nagar,Addition,March,153.0
2858,Ram Nagar,Addition,April,150.0
2859,Ram Nagar,Addition,May,117.0
2860,Ram Nagar,Deletion,March,3.0
2861,Ram Nagar,Deletion,April,9.0
2862,Ram Nagar,Deletion,May,7.0
2863,Ram Nagar,Modification,March,103.0
2864,Ram Nagar,Modification,April,80.0
2865,Ram Nagar,Modification,May,56.0
